,WT_1,KO_1,WT_2,KO_2,WT_3,KO_3
ENSMUSG00000087131,0,0,0,0,0,0
ENSMUSG00000102984,0,0,0,0,0,0
ENSMUSG00000102541,0,0,0,0,0,0
ENSMUSG00000103531,0,0,0,0,0,0
ENSMUSG00000048814,0,0,0,0,0,0
ENSMUSG00000026080,1,0,0,0,0,0
ENSMUSG00000103647,0,0,0,0,0,0
ENSMUSG00000102447,0,0,0,0,0,0
ENSMUSG00000067604,0,0,0,0,0,0
ENSMUSG00000026078,443,449,499,476,391,424
ENSMUSG00000103046,5,24,16,17,10,11
ENSMUSG00000104188,0,0,0,0,0,0
ENSMUSG00000103182,0,0,0,0,0,0
ENSMUSG00000098833,0,0,0,0,0,0
ENSMUSG00000026077,76,142,413,288,96,39
ENSMUSG00000092553,0,0,0,0,0,0
ENSMUSG00000092563,0,1,4,1,0,0
ENSMUSG00000073702,2267,2075,2852,2523,2950,2353
ENSMUSG00000003134,741,1303,590,685,1401,972
ENSMUSG00000102607,0,0,0,0,0,0
ENSMUSG00000065629,0,0,0,0,0,0
ENSMUSG00000104827,0,0,0,0,0,0
ENSMUSG00000003135,721,659,766,781,788,731
ENSMUSG00000085894,16,32,20,16,30,20
ENSMUSG00000077704,0,2,1,0,7,2
ENSMUSG00000048234,2962,2652,2763,3443,3308,3030
ENSMUSG00000064936,4,7,2,1,1,3
ENSMUSG00000102471,8,2,4,10,14,6
ENSMUSG00000050967,0,0,0,1,0,0
ENSMUSG00000097083,0,0,0,0,0,0
ENSMUSG00000057173,0,0,0,0,0,0
ENSMUSG00000091937,0,0,0,0,0,0
ENSMUSG00000101634,0,0,0,0,0,0
ENSMUSG00000026074,496,876,461,754,478,948
ENSMUSG00000102985,0,0,0,0,0,0
ENSMUSG00000026073,3,7,0,2,1,7
ENSMUSG00000097899,0,0,0,0,0,0
ENSMUSG00000102975,2,0,0,0,0,0
ENSMUSG00000026072,3699,6236,1559,3847,5187,3709
ENSMUSG00000103560,18,14,30,14,10,5
ENSMUSG00000070942,11,13,5,10,3,10
ENSMUSG00000103230,0,1,0,0,0,0
ENSMUSG00000026069,0,1,0,1,0,0
ENSMUSG00000026070,7,5,0,0,0,0
ENSMUSG00000026068,2,7,4,2,2,4
ENSMUSG00000104441,0,0,0,0,0,0
ENSMUSG00000026065,0,0,0,0,0,0
ENSMUSG00000102676,0,0,0,0,0,0
ENSMUSG00000026062,0,0,2,0,0,2
ENSMUSG00000103679,0,0,0,0,0,0
ENSMUSG00000103270,1,0,1,0,0,0
ENSMUSG00000041945,44,33,33,42,36,39
ENSMUSG00000079588,0,0,0,0,0,0
ENSMUSG00000094136,0,0,0,0,0,0
ENSMUSG00000104072,0,0,0,0,0,0
ENSMUSG00000100185,0,0,0,0,0,0
ENSMUSG00000100832,0,0,0,0,0,0
ENSMUSG00000100178,0,0,0,0,0,0
ENSMUSG00000101877,0,0,0,0,0,0
ENSMUSG00000053640,0,0,0,0,0,0
ENSMUSG00000101919,0,0,0,0,0,0
ENSMUSG00000101299,0,0,0,0,0,0
ENSMUSG00000100180,0,0,0,0,0,0
ENSMUSG00000103106,0,1,0,0,2,0
ENSMUSG00000060424,0,0,0,0,0,0
ENSMUSG00000104199,0,0,0,0,0,0
ENSMUSG00000093436,0,0,0,0,0,0
ENSMUSG00000045515,0,0,0,0,0,0
ENSMUSG00000097063,0,0,0,0,0,0
ENSMUSG00000099784,0,0,0,0,0,0
ENSMUSG00000060679,654,536,567,519,677,648
ENSMUSG00000077448,0,0,0,0,0,0
ENSMUSG00000041907,0,0,0,2,0,0
ENSMUSG00000089088,0,0,0,0,0,0
ENSMUSG00000070939,1987,1697,1901,1701,2299,2025
ENSMUSG00000100269,0,0,0,0,0,0
ENSMUSG00000041878,4,0,2,1,9,1
ENSMUSG00000010290,287,294,325,312,280,276
ENSMUSG00000008136,7,10,4,4,0,5
ENSMUSG00000094497,2,286,330,390,783,279
ENSMUSG00000099576,0,0,0,0,0,0
ENSMUSG00000099694,0,0,0,0,0,0
ENSMUSG00000101923,0,0,0,0,0,0
ENSMUSG00000066877,242,232,217,197,187,315
ENSMUSG00000103422,0,0,0,0,0,0
ENSMUSG00000103945,3,4,2,1,2,1
ENSMUSG00000026051,0,2,0,0,0,0
ENSMUSG00000100764,5,0,1,2,0,1
ENSMUSG00000100635,2,1,0,0,0,1
ENSMUSG00000100480,9,4,5,5,3,5
ENSMUSG00000057363,459,423,431,421,322,399
ENSMUSG00000090243,1,2,1,0,0,0
ENSMUSG00000100701,19,14,17,12,16,12
ENSMUSG00000101395,0,0,0,0,0,0
ENSMUSG00000088848,0,0,0,0,0,0
ENSMUSG00000095757,0,0,0,0,0,0
ENSMUSG00000041763,1860,2235,1644,1877,1669,1630
ENSMUSG00000047343,2,3,1,0,1,3
ENSMUSG00000090106,0,0,0,0,0,0
ENSMUSG00000091844,2,15,1,2,13,13
ENSMUSG00000026049,97,113,80,100,85,79
ENSMUSG00000101104,0,0,0,0,0,0
ENSMUSG00000026047,355,426,386,437,426,334
ENSMUSG00000041684,619,525,578,536,669,595
ENSMUSG00000026048,847,806,715,762,982,867
ENSMUSG00000046828,0,0,0,0,0,0
ENSMUSG00000089703,0,0,0,1,0,0
ENSMUSG00000100966,0,0,0,0,0,0
ENSMUSG00000100769,0,0,0,0,0,0
ENSMUSG00000101567,2,0,4,2,0,0
ENSMUSG00000056870,2,8,0,1,1,1
ENSMUSG00000102319,0,0,0,0,0,0
ENSMUSG00000089877,0,0,0,0,0,0
ENSMUSG00000101701,0,0,0,0,0,0
ENSMUSG00000103071,0,0,0,0,0,0
ENSMUSG00000100434,0,0,0,0,0,0
ENSMUSG00000100013,0,0,0,0,0,0
ENSMUSG00000101251,0,0,0,0,0,0
ENSMUSG00000101937,0,0,1,0,0,0
ENSMUSG00000026043,823,1094,679,757,164,648
ENSMUSG00000105211,0,0,0,0,0,0
ENSMUSG00000026042,169,279,178,129,43,127
ENSMUSG00000104476,0,0,0,0,0,0
ENSMUSG00000100218,0,0,0,0,0,0
ENSMUSG00000100361,0,0,0,0,0,0
ENSMUSG00000100894,0,0,0,0,0,0
ENSMUSG00000095121,0,0,0,0,0,0
ENSMUSG00000065255,0,0,0,0,0,0
ENSMUSG00000100843,0,0,0,0,0,0
ENSMUSG00000087764,0,0,0,0,0,0
ENSMUSG00000025995,398,395,529,439,477,373
ENSMUSG00000099850,0,0,0,0,0,0
ENSMUSG00000084817,13,16,16,21,11,21
ENSMUSG00000098549,0,0,1,1,0,2
ENSMUSG00000099381,2,7,0,6,2,4
ENSMUSG00000025993,6491,6744,4416,4910,4973,5235
ENSMUSG00000099946,0,0,0,0,0,0
ENSMUSG00000070896,0,0,0,0,0,0
ENSMUSG00000090682,0,0,0,1,0,0
ENSMUSG00000044457,0,0,0,0,0,0
ENSMUSG00000099432,0,0,0,0,0,0
ENSMUSG00000041144,0,3,0,5,5,3
ENSMUSG00000096047,0,0,0,0,0,0
ENSMUSG00000101262,6,5,11,9,6,4
ENSMUSG00000101337,2,0,0,0,0,0
ENSMUSG00000025986,160,258,197,194,97,97
ENSMUSG00000100213,8,2,2,0,3,4
ENSMUSG00000103129,0,0,0,0,0,0
ENSMUSG00000100160,0,0,1,1,0,0
ENSMUSG00000101921,0,1,1,0,0,0
ENSMUSG00000101447,0,0,0,0,0,0
ENSMUSG00000081185,2,0,1,2,0,3
ENSMUSG00000103246,0,0,0,0,0,0
ENSMUSG00000098876,0,0,0,0,0,0
ENSMUSG00000100530,0,0,0,0,0,0
ENSMUSG00000104067,0,0,0,0,0,0
ENSMUSG00000100033,11,27,33,16,13,22
ENSMUSG00000094968,0,0,0,0,0,0
ENSMUSG00000088017,0,0,0,0,0,0
ENSMUSG00000101996,0,0,0,0,0,0
ENSMUSG00000096973,0,0,0,0,0,0
ENSMUSG00000064943,0,0,0,0,0,0
ENSMUSG00000100866,0,0,0,0,0,0
ENSMUSG00000101721,0,0,0,0,0,0
ENSMUSG00000099376,0,0,0,0,0,0
ENSMUSG00000097883,0,0,0,0,0,0
ENSMUSG00000092790,0,0,0,0,0,0
ENSMUSG00000099698,0,0,0,0,0,0
ENSMUSG00000099454,0,0,0,0,0,0
ENSMUSG00000051616,0,0,0,0,0,0
ENSMUSG00000099627,0,0,0,0,0,0
ENSMUSG00000099577,0,0,0,0,0,0
ENSMUSG00000099882,0,0,0,0,0,0
ENSMUSG00000101760,0,0,0,0,0,0
ENSMUSG00000099608,0,0,0,0,0,0
ENSMUSG00000099864,0,0,0,0,0,0
ENSMUSG00000098249,0,0,0,0,0,0
ENSMUSG00000100451,0,0,0,0,0,0
ENSMUSG00000099941,0,0,0,0,0,0
ENSMUSG00000084531,0,0,0,0,0,0
ENSMUSG00000100816,0,0,0,0,0,0
ENSMUSG00000026109,0,333,0,8,0,13
ENSMUSG00000100671,0,0,0,0,0,0
ENSMUSG00000092906,0,0,0,0,0,0
ENSMUSG00000101242,0,0,0,0,0,0
ENSMUSG00000099924,0,0,0,0,0,0
ENSMUSG00000099625,0,0,0,0,0,0
ENSMUSG00000101799,0,0,0,0,0,0
ENSMUSG00000045954,1481,1492,1026,929,1029,1070
ENSMUSG00000099741,0,0,0,0,0,0
ENSMUSG00000101702,0,0,0,0,0,0
ENSMUSG00000026107,280,731,278,366,257,412
ENSMUSG00000099413,11,29,19,30,14,21
ENSMUSG00000103424,0,0,0,0,0,0
ENSMUSG00000101741,1,3,0,3,2,2
ENSMUSG00000018417,8766,10381,7218,9147,10586,10111
ENSMUSG00000101724,0,0,2,0,0,0
ENSMUSG00000100313,0,0,0,0,0,1
ENSMUSG00000100696,0,0,0,0,0,0
ENSMUSG00000099135,0,0,0,0,0,0
ENSMUSG00000072324,0,0,0,0,0,0
ENSMUSG00000062939,0,1,1,0,0,1
ENSMUSG00000101628,0,2,3,1,0,0
ENSMUSG00000078291,0,0,1,0,0,0
ENSMUSG00000109599,12,7,7,20,13,17
ENSMUSG00000026104,1556,363,2691,403,345,401
ENSMUSG00000099569,1,1,4,0,0,0
ENSMUSG00000026103,245,359,142,232,208,243
ENSMUSG00000099648,0,0,0,0,0,0
ENSMUSG00000065192,0,0,0,0,0,0
ENSMUSG00000002881,3484,3103,2989,2954,2976,2797
ENSMUSG00000097833,1,1,2,0,1,0
ENSMUSG00000101501,3,2,1,1,0,2
ENSMUSG00000100120,0,0,0,0,1,2
ENSMUSG00000099878,0,0,0,0,0,0
ENSMUSG00000100007,2,0,2,2,3,1
ENSMUSG00000043015,24,32,28,28,19,20
ENSMUSG00000103630,3,1,4,2,1,3
ENSMUSG00000041439,672,488,722,653,709,631
ENSMUSG00000100302,0,0,0,1,0,0
ENSMUSG00000100230,0,0,0,0,0,0
ENSMUSG00000026102,828,488,1012,648,756,569
ENSMUSG00000041426,2531,1951,2427,2186,2599,2524
ENSMUSG00000089802,0,0,0,0,0,0
ENSMUSG00000043629,11,5,11,10,10,24
ENSMUSG00000026100,0,1,0,0,0,0
ENSMUSG00000089334,0,0,0,0,0,0
ENSMUSG00000060715,0,3,0,1,0,0
ENSMUSG00000026098,177,115,193,224,133,120
ENSMUSG00000100763,1,0,1,2,3,0
ENSMUSG00000026097,297,243,381,320,319,296
ENSMUSG00000100679,1,0,2,1,0,0
ENSMUSG00000026096,347,356,342,425,377,364
ENSMUSG00000099913,2,1,0,0,2,2
ENSMUSG00000101838,0,0,0,0,0,0
ENSMUSG00000026095,34,34,49,54,57,54
ENSMUSG00000100267,0,0,0,0,0,0
ENSMUSG00000099450,0,0,0,0,0,0
ENSMUSG00000100069,0,0,0,0,0,0
ENSMUSG00000096141,0,0,0,0,0,0
ENSMUSG00000092657,0,0,0,0,0,0
ENSMUSG00000026094,316,470,167,175,175,215
ENSMUSG00000102405,0,0,0,0,0,0
ENSMUSG00000042807,208,345,121,96,39,88
ENSMUSG00000098443,0,0,0,0,0,0
ENSMUSG00000087949,0,0,0,0,0,0
ENSMUSG00000102868,0,0,0,0,0,0
ENSMUSG00000094013,0,0,0,0,0,0
ENSMUSG00000025983,1,0,2,3,0,2
ENSMUSG00000041303,595,461,548,639,614,593
ENSMUSG00000109809,0,1,0,0,0,0
ENSMUSG00000073678,423,441,432,377,501,351
ENSMUSG00000104136,0,1,1,0,0,1
ENSMUSG00000101130,0,0,0,0,0,0
ENSMUSG00000052331,165,213,112,132,71,115
ENSMUSG00000101674,0,0,0,0,0,0
ENSMUSG00000102503,1,0,0,0,0,0
ENSMUSG00000089245,0,0,0,0,0,0
ENSMUSG00000102642,0,0,0,0,0,0
ENSMUSG00000025982,5730,6216,5061,5633,4976,5054
ENSMUSG00000103030,6,18,10,6,14,8
ENSMUSG00000025981,1069,2154,566,646,679,1250
ENSMUSG00000101122,17,54,14,16,24,23
ENSMUSG00000025980,12975,14994,13560,16170,14995,13712
ENSMUSG00000073676,1809,1579,2350,2192,2124,1952
ENSMUSG00000100736,0,0,0,0,2,0
ENSMUSG00000089670,0,1,0,0,0,3
ENSMUSG00000025979,792,857,753,759,797,927
ENSMUSG00000061863,1,7,5,0,2,6
ENSMUSG00000025978,20,16,18,5,9,9
ENSMUSG00000097649,0,2,2,2,0,1
ENSMUSG00000046994,163,152,199,169,262,178
ENSMUSG00000025977,0,3,0,1,3,0
ENSMUSG00000100215,2,4,0,0,4,4
ENSMUSG00000101945,0,0,0,0,0,0
ENSMUSG00000101085,0,0,0,0,0,0
ENSMUSG00000038349,25,35,11,19,0,10
ENSMUSG00000102145,0,2,0,0,0,0
ENSMUSG00000100309,0,0,0,0,0,0
ENSMUSG00000102831,0,0,0,0,0,0
ENSMUSG00000099950,0,0,0,0,0,0
ENSMUSG00000102491,0,0,0,0,0,0
ENSMUSG00000100372,0,0,0,0,0,0
ENSMUSG00000100944,0,0,1,1,0,0
ENSMUSG00000101332,0,0,0,0,0,0
ENSMUSG00000045336,0,0,0,0,0,0
ENSMUSG00000038331,42,33,45,18,32,43
ENSMUSG00000087022,3,2,1,0,7,3
ENSMUSG00000104310,0,0,0,0,0,0
ENSMUSG00000094128,0,0,0,0,0,0
ENSMUSG00000099945,0,0,0,0,0,0
ENSMUSG00000101429,0,0,0,0,0,0
ENSMUSG00000101129,0,0,0,0,0,0
ENSMUSG00000097519,0,6,13,10,10,7
ENSMUSG00000038323,688,607,705,544,831,521
ENSMUSG00000048495,193,147,145,120,156,127
ENSMUSG00000025971,289,222,305,322,306,308
ENSMUSG00000077776,0,0,0,0,0,0
ENSMUSG00000088353,0,0,0,0,0,0
ENSMUSG00000101826,0,0,0,0,0,0
ENSMUSG00000102685,0,0,0,0,0,0
ENSMUSG00000101151,0,0,0,0,0,0
ENSMUSG00000038305,198,190,425,307,61,277
ENSMUSG00000091283,0,0,0,0,0,0
ENSMUSG00000054770,160,130,116,130,158,132
ENSMUSG00000026039,8,19,32,42,75,29
ENSMUSG00000063558,940,1077,913,1615,816,1668
ENSMUSG00000064294,12771,13609,11033,16516,9007,15002
ENSMUSG00000089275,0,0,0,0,0,0
ENSMUSG00000038242,0,5,0,0,0,0
ENSMUSG00000089822,0,0,0,0,0,0
ENSMUSG00000079554,9,8,1,2,1,4
ENSMUSG00000103839,8,12,4,11,8,15
ENSMUSG00000051223,5646,5441,5243,5439,4853,4750
ENSMUSG00000026034,1779,2366,1310,1370,1565,1507
ENSMUSG00000026035,187,139,239,173,208,174
ENSMUSG00000026036,541,433,616,537,360,409
ENSMUSG00000026037,207,202,191,178,200,191
ENSMUSG00000094245,0,0,0,0,2,0
ENSMUSG00000085054,1,2,2,1,2,0
ENSMUSG00000038174,666,845,506,798,952,936
ENSMUSG00000026032,452,472,584,548,512,549
ENSMUSG00000100202,0,0,0,0,0,2
ENSMUSG00000099490,0,0,0,0,0,0
ENSMUSG00000059647,0,1,2,6,0,2
ENSMUSG00000047528,0,12,0,8,0,20
ENSMUSG00000102059,25,27,20,13,6,19
ENSMUSG00000101046,0,0,0,0,0,0
ENSMUSG00000026031,3816,5638,3953,3420,3106,2960
ENSMUSG00000100236,1,0,0,0,0,0
ENSMUSG00000026029,1177,1010,1286,1212,1188,911
ENSMUSG00000102719,5,0,1,1,2,1
ENSMUSG00000099719,0,0,0,0,0,0
ENSMUSG00000026028,1485,1550,1197,1399,1433,1562
ENSMUSG00000026027,957,938,874,968,968,916
ENSMUSG00000047383,0,0,0,2,0,3
ENSMUSG00000099752,0,0,0,0,0,0
ENSMUSG00000072295,0,1,0,3,0,2
ENSMUSG00000077616,0,0,0,0,0,0
ENSMUSG00000038079,96,163,138,147,80,175
ENSMUSG00000097573,3,2,1,1,2,1
ENSMUSG00000079550,14,35,15,18,15,20
ENSMUSG00000101586,8,6,7,3,10,7
ENSMUSG00000099563,0,0,0,0,0,0
ENSMUSG00000026024,3929,2821,4239,4036,3310,2515
ENSMUSG00000026023,0,3,2,3,1,5
ENSMUSG00000099922,0,0,0,0,0,0
ENSMUSG00000104502,0,0,0,0,0,0
ENSMUSG00000041075,529,322,585,548,1124,790
ENSMUSG00000097819,12,6,10,11,31,30
ENSMUSG00000047361,1,0,1,2,0,1
ENSMUSG00000099811,0,0,0,0,0,0
ENSMUSG00000101409,0,0,0,0,0,0
ENSMUSG00000026021,670,758,699,770,662,850
ENSMUSG00000089276,0,0,0,0,0,0
ENSMUSG00000103821,8,11,9,5,9,5
ENSMUSG00000101400,0,0,0,0,0,0
ENSMUSG00000026020,800,825,1026,951,605,586
ENSMUSG00000077345,1,0,0,2,3,0
ENSMUSG00000077358,0,0,0,0,0,0
ENSMUSG00000089512,1,2,2,1,0,0
ENSMUSG00000089093,0,0,0,0,0,0
ENSMUSG00000067336,1804,1970,1501,1483,1534,1567
ENSMUSG00000104052,0,2,0,0,0,0
ENSMUSG00000103131,0,1,0,0,0,1
ENSMUSG00000041040,316,509,260,219,242,249
ENSMUSG00000103696,0,0,0,0,0,0
ENSMUSG00000100901,0,0,0,0,0,0
ENSMUSG00000026018,1,2,0,1,0,5
ENSMUSG00000026019,423,408,491,427,517,437
ENSMUSG00000026017,140,131,136,137,198,134
ENSMUSG00000082609,0,2,0,0,0,1
ENSMUSG00000073664,1210,1560,1111,1390,1516,1440
ENSMUSG00000100516,0,0,0,0,0,0
ENSMUSG00000049439,351,277,371,338,318,270
ENSMUSG00000103822,0,0,0,0,0,0
ENSMUSG00000026782,273,498,277,249,324,329
ENSMUSG00000026014,3933,6990,3925,4476,2809,3066
ENSMUSG00000081562,3,3,2,3,3,2
ENSMUSG00000084400,0,0,0,0,0,0
ENSMUSG00000082160,3,2,4,5,3,1
ENSMUSG00000103215,30,36,35,48,26,30
ENSMUSG00000088973,0,0,0,0,0,0
ENSMUSG00000084151,0,0,0,0,0,0
ENSMUSG00000101188,87,90,153,223,89,195
ENSMUSG00000026012,6,11,2,1,2,1
ENSMUSG00000086795,0,0,0,0,0,0
ENSMUSG00000085965,0,0,0,0,0,0
ENSMUSG00000104069,0,0,0,0,0,0
ENSMUSG00000083118,0,0,0,0,0,0
ENSMUSG00000083355,0,1,1,0,0,1
ENSMUSG00000102549,0,1,0,0,0,0
ENSMUSG00000026011,1,3,1,0,0,2
ENSMUSG00000081382,8,2,11,14,9,7
ENSMUSG00000080800,0,0,0,0,0,0
ENSMUSG00000026009,30,78,12,27,7,36
ENSMUSG00000102561,0,1,2,0,0,0
ENSMUSG00000082804,0,0,0,0,0,0
ENSMUSG00000082661,0,0,0,0,0,0
ENSMUSG00000080785,0,0,0,0,0,0
ENSMUSG00000100893,0,0,0,0,0,0
ENSMUSG00000085248,0,0,0,0,0,0
ENSMUSG00000085447,0,0,0,0,0,0
ENSMUSG00000086408,0,0,0,0,0,0
ENSMUSG00000089546,0,0,0,0,0,0
ENSMUSG00000100965,0,0,0,0,0,0
ENSMUSG00000102168,0,0,0,0,0,0
ENSMUSG00000100381,0,0,0,0,0,0
ENSMUSG00000086009,0,0,0,0,0,0
ENSMUSG00000052062,169,149,210,209,202,195
ENSMUSG00000103656,0,0,0,0,0,0
ENSMUSG00000104402,0,0,0,0,0,0
ENSMUSG00000104081,0,0,0,0,0,0
ENSMUSG00000085842,0,0,0,0,0,0
ENSMUSG00000103002,0,0,0,0,0,0
ENSMUSG00000100344,0,0,0,0,0,0
ENSMUSG00000101509,0,0,0,0,0,0
ENSMUSG00000085019,0,0,0,0,1,0
ENSMUSG00000102359,0,0,0,0,0,0
ENSMUSG00000085400,12,5,14,6,5,7
ENSMUSG00000100750,0,0,1,2,0,0
ENSMUSG00000081950,0,0,0,0,0,0
ENSMUSG00000084333,0,0,0,0,0,1
ENSMUSG00000025969,567,611,388,148,90,221
ENSMUSG00000100811,0,0,0,0,0,0
ENSMUSG00000103032,7,1,4,7,2,2
ENSMUSG00000100426,0,2,0,3,0,0
ENSMUSG00000040865,852,1159,859,880,1039,829
ENSMUSG00000104991,0,0,0,0,0,0
ENSMUSG00000088953,0,0,0,0,0,0
ENSMUSG00000081617,0,0,0,0,0,0
ENSMUSG00000081429,0,0,0,0,0,0
ENSMUSG00000084799,9,5,4,1,11,3
ENSMUSG00000101599,2,20,4,7,21,24
ENSMUSG00000025968,4126,3728,3788,4150,4244,4106
ENSMUSG00000077884,0,2,0,0,0,0
ENSMUSG00000025967,2513,2476,3144,2915,3558,2256
ENSMUSG00000098850,0,0,0,0,0,0
ENSMUSG00000064612,0,0,0,0,0,0
ENSMUSG00000105060,0,0,0,0,0,0
ENSMUSG00000064602,2,4,3,7,3,1
ENSMUSG00000046856,0,0,0,0,0,0
ENSMUSG00000094290,0,0,0,0,0,0
ENSMUSG00000086730,0,0,0,0,0,0
ENSMUSG00000102536,0,0,0,0,0,0
ENSMUSG00000087561,0,0,0,0,0,0
ENSMUSG00000092705,0,0,0,0,0,0
ENSMUSG00000027520,2,0,0,0,1,1
ENSMUSG00000094214,0,0,0,0,0,0
ENSMUSG00000083039,0,0,0,0,0,0
ENSMUSG00000081643,6,4,7,10,6,16
ENSMUSG00000025964,891,1641,611,306,274,652
ENSMUSG00000087823,3,8,0,1,0,4
ENSMUSG00000115378,0,0,0,0,0,0
ENSMUSG00000069085,0,0,0,0,0,0
ENSMUSG00000083066,0,0,0,0,0,0
ENSMUSG00000025963,0,2,2,0,1,0
ENSMUSG00000025962,575,618,586,607,558,598
ENSMUSG00000025961,1,1,2,1,1,3
ENSMUSG00000080817,0,0,0,0,0,0
ENSMUSG00000082373,0,0,0,0,0,0
ENSMUSG00000044689,0,0,0,0,0,0
ENSMUSG00000025959,165,176,106,77,73,72
ENSMUSG00000097272,0,0,0,0,0,0
ENSMUSG00000098487,0,0,0,0,0,0
ENSMUSG00000086836,0,0,0,0,0,0
ENSMUSG00000086721,0,0,0,0,0,0
ENSMUSG00000101895,0,1,0,0,0,0
ENSMUSG00000093228,0,0,0,0,0,0
ENSMUSG00000099658,0,0,0,0,0,0
ENSMUSG00000025958,626,828,642,646,605,544
ENSMUSG00000025956,213,162,206,212,229,167
ENSMUSG00000101832,0,0,1,0,0,0
ENSMUSG00000100437,0,0,0,0,0,0
ENSMUSG00000087213,25,54,53,83,58,57
ENSMUSG00000070871,221,220,156,127,215,236
ENSMUSG00000045005,261,450,288,331,337,370
ENSMUSG00000102140,0,1,1,0,0,0
ENSMUSG00000051344,168,169,124,124,97,119
ENSMUSG00000097264,0,0,0,0,0,0
ENSMUSG00000084416,41,56,59,105,53,92
ENSMUSG00000077471,0,0,0,0,0,0
ENSMUSG00000025955,0,0,0,0,0,0
ENSMUSG00000090042,0,0,0,0,0,0
ENSMUSG00000070870,0,0,0,0,0,0
ENSMUSG00000067299,0,0,0,0,0,0
ENSMUSG00000025952,0,0,0,0,0,0
ENSMUSG00000073658,0,0,0,0,0,0
ENSMUSG00000100774,0,3,0,2,3,2
ENSMUSG00000044429,0,0,0,0,0,0
ENSMUSG00000100846,0,0,0,0,0,0
ENSMUSG00000044816,1,2,0,0,0,1
ENSMUSG00000025950,11407,10099,13126,13919,11159,10818
ENSMUSG00000025949,737,973,860,882,988,701
ENSMUSG00000025946,3,7,3,3,1,0
ENSMUSG00000100503,0,0,0,0,0,0
ENSMUSG00000100504,0,0,0,0,0,0
ENSMUSG00000099383,0,0,0,0,0,0
ENSMUSG00000100340,0,0,0,0,0,0
ENSMUSG00000100439,0,0,0,0,0,0
ENSMUSG00000099819,0,0,0,0,0,0
ENSMUSG00000082565,0,0,0,0,0,0
ENSMUSG00000082774,0,0,0,0,0,0
ENSMUSG00000025945,0,0,0,0,0,0
ENSMUSG00000081623,0,0,0,0,0,0
ENSMUSG00000083242,0,0,0,0,0,0
ENSMUSG00000083289,1,0,0,0,0,1
ENSMUSG00000015222,9,20,14,8,8,8
ENSMUSG00000088850,0,0,0,0,0,0
ENSMUSG00000073656,0,0,0,0,0,0
ENSMUSG00000065694,0,0,0,0,0,0
ENSMUSG00000055567,0,1,0,0,1,0
ENSMUSG00000103375,0,0,0,0,0,0
ENSMUSG00000026005,891,759,845,894,901,817
ENSMUSG00000026004,440,710,337,452,460,698
ENSMUSG00000102559,17,30,11,18,33,24
ENSMUSG00000102374,1,7,6,5,5,7
ENSMUSG00000102776,2,9,3,2,7,3
ENSMUSG00000082057,3,1,0,2,1,2
ENSMUSG00000103706,2,5,1,7,4,1
ENSMUSG00000103756,19,22,14,22,26,23
ENSMUSG00000103382,6,13,5,2,3,3
ENSMUSG00000103553,5,10,9,4,7,4
ENSMUSG00000026003,7643,7294,7120,7242,8381,7247
ENSMUSG00000082769,1,11,3,9,3,0
ENSMUSG00000089420,1,0,0,0,0,0
ENSMUSG00000077328,0,0,0,0,0,0
ENSMUSG00000061816,0,0,0,0,0,0
ENSMUSG00000094191,0,0,2,2,0,1
ENSMUSG00000082212,0,0,0,0,0,0
ENSMUSG00000026000,626,799,646,762,699,856
ENSMUSG00000025991,331067,242546,210317,213436,340466,258955
ENSMUSG00000086204,0,0,0,0,0,1
ENSMUSG00000077745,0,0,0,0,0,0
ENSMUSG00000082473,0,0,0,0,0,0
ENSMUSG00000095282,0,0,0,0,0,0
ENSMUSG00000085075,0,0,0,0,0,0
ENSMUSG00000104395,0,0,0,0,0,0
ENSMUSG00000096031,0,0,0,0,0,0
ENSMUSG00000087329,0,0,0,0,0,0
ENSMUSG00000062209,87,233,158,398,198,257
ENSMUSG00000102449,0,0,0,0,0,0
ENSMUSG00000083795,0,0,0,0,0,0
ENSMUSG00000080539,0,0,0,0,0,0
ENSMUSG00000103307,0,0,0,0,0,0
ENSMUSG00000104508,0,0,0,0,0,0
ENSMUSG00000103642,1,1,0,0,0,0
ENSMUSG00000103809,0,0,0,0,0,0
ENSMUSG00000087514,0,1,0,1,2,0
ENSMUSG00000084332,0,0,0,0,0,0
ENSMUSG00000101387,0,0,0,0,0,0
ENSMUSG00000099804,0,0,0,0,0,0
ENSMUSG00000100354,0,0,0,0,0,0
ENSMUSG00000101156,0,0,0,0,0,0
ENSMUSG00000025997,6,10,4,14,0,10
ENSMUSG00000100815,0,0,0,0,0,0
ENSMUSG00000099954,0,0,0,0,0,0
ENSMUSG00000103402,0,0,0,1,0,4
ENSMUSG00000053153,0,0,0,0,0,0
ENSMUSG00000089345,0,0,0,0,0,0
ENSMUSG00000080524,0,0,0,0,0,0
ENSMUSG00000101730,0,0,0,0,0,0
ENSMUSG00000103052,0,0,0,0,0,0
ENSMUSG00000104287,0,0,0,0,0,0
ENSMUSG00000075952,0,0,0,0,0,0
ENSMUSG00000045648,0,0,0,0,0,0
ENSMUSG00000026196,20,52,62,80,32,26
ENSMUSG00000089965,0,0,0,0,1,0
ENSMUSG00000101551,0,0,0,0,0,0
ENSMUSG00000050296,0,0,0,0,0,0
ENSMUSG00000101617,0,0,0,1,1,0
ENSMUSG00000026192,1126,837,1162,1162,836,846
ENSMUSG00000026193,258367,225306,201914,186437,199448,153775
ENSMUSG00000073652,5,1,2,5,3,0
